area_id,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24
21,49.147836525493496,49.719964484679295,52.68481612294425,25.903983788619904,25.66419389786045,34.55251856526034,57.72542782005536,60.29261333376347,53.51399252445425,82.23055844954341,78.50474009603353,25.284540984925933,77.30736906001601,28.756934439551486,44.21625129878316,30.0945832542654,80.35980996819534,66.65137941046376,37.12433544963738,84.46927297728666,78.64240124731009,63.96152754697671,74.61170612650807,76.18838708372196
22,44.814138270909694,79.48462441443895,26.70973934841551,46.038312554913304,82.01400226732038,31.076779898324574,70.5084082195367,56.112159130201846,51.474005119335786,76.68198718320467,54.87046560250766,81.38147068842763,73.02357753538092,29.88558783848928,35.67708470780866,53.626905528789756,44.08925673582759,32.46981118389144,76.60202799520428,55.47382518581696,77.09418868714545,78.00877068339287,78.50587287558483,72.29284712764152
23,81.810605548604,72.08698006285299,62.25209936347261,47.63872668999159,33.48365706480875,30.748910038932685,41.944912437574224,54.57473854082179,29.980758126636104,75.22019497559756,78.6732733994806,35.931468836342304,47.37209307081647,72.38112829321446,62.361989527094835,67.15637147100048,59.14820068610169,59.3362168384783,61.110650011737604,37.13560672135854,36.309708610483526,51.2522346824599,56.63320678217485,67.9324453201672
24,39.07873072225405,25.786812925400973,71.25382121473254,42.81465822266906,43.056642019585084,45.506225926883936,83.16309425147377,51.896514854536136,72.87919169112735,73.3393732943506,50.21302579085374,46.29450836564676,47.47405274651332,40.46807709522064,42.84138259806388,56.49097045972361,82.1325072333885,38.66664266828251,35.615091074467514,34.871456707507384,49.11413536405477,82.70984022809543,73.24691861995646,78.49937805216702
25,46.84969140863262,52.34311375753363,73.8114092813971,27.65061523365293,26.32142706807128,31.043562351985727,57.16711105574155,67.49230714310684,72.46804662456285,35.552988950465206,42.94387333690951,68.35948324957504,30.852519042020056,50.864030539603945,60.23879592208023,60.07260903666878,41.77237687988558,57.67842339094682,45.44470107760142,77.6779548958892,42.861094146549185,68.66555097209756,30.370970212333724,72.13635515335781
26,65.00677231186208,52.71928784494419,61.45586270383019,53.47259920192725,29.57160090276107,72.93057422501474,38.66911643948303,43.402107579643115,37.82579829940109,58.13977783704787,57.72911862858017,64.24900931886164,56.60544755487767,69.7252655259561,73.54917425774812,56.43366510647167,73.47218002887023,56.83908707647059,50.60151681106265,66.432302115515,74.77451024824308,48.695600199870256,33.38933133869892,71.66487853145318
27,48.058677023337445,45.47892172177351,31.9093413078393,44.07084453071933,66.53075536974225,72.56163141043777,34.78823461088666,67.04966749335483,84.24246335523375,32.772894637712106,73.1256081202921,66.21502083902179,65.86383765934698,69.64593911511118,41.55139833783491,64.42961656035199,58.565810439588255,59.8388836664082,34.99050943031094,83.90463577987582,50.212203007534406,77.08874305535673,75.96810274022337,48.587756557232254
28,62.457905089366605,81.10888288922749,49.70851863300497,30.13776274956188,46.29350300926203,55.26835435086425,36.9527634433817,30.0473209153528,75.92372049469822,67.04111135795327,27.11269787419836,29.442263293055404,72.82520043032193,42.781459723648425,32.54162281681331,49.52062892208855,42.86637825135796,53.560987529116616,70.91914937909307,72.21647401400047,81.28631922834701,45.061460174880665,76.69863241469045,47.71291118912128
29,61.52569882967129,58.83303174999356,26.773281489706513,61.491436036670265,56.51419954252986,62.20431315087072,72.09324319335417,71.55532447026927,53.043825838767404,35.95494230711754,79.56986355651597,28.261570836514558,44.52871948320445,81.7705589291861,42.57669295492489,60.908350692056345,54.11918121303257,78.94131614366724,54.382418083600086,53.804478671233625,38.05277414943363,50.147114513684805,42.7106728582699,40.927782936742055
30,71.7317967356767,83.51416258691013,56.28782553594597,77.24039764006328,76.49312904186871,65.69923822228276,52.738351055123275,48.05528827986521,46.21820481331109,28.441149996805976,78.87490184240646,51.52269145509267,79.80393722132465,44.79877093297672,58.75659881207686,76.59015490089753,66.36801383876644,45.36845105813106,56.606863567067705,28.335760285126298,63.68936668466249,64.59594800189213,29.645145193939115,48.64158778210359
31,78.57738720964814,37.94766023094562,63.19524297341043,28.151023414495043,46.847817178573926,36.705853278262275,31.242921821915324,54.43997147669879,26.964735470798992,83.46533967063782,64.57646097210468,34.73297493164594,84.50691013808523,44.65221152828649,25.04893934674285,42.07984743236183,33.27060952979442,80.39629905354995,52.58088059427395,48.42291648532743,58.867400544011474,59.835336101113924,37.565065988063026,75.24426507336818
32,82.30093195323704,49.41555778984989,27.011782503365872,35.37215708804234,44.61032382485008,67.31426521246946,30.738966225296707,82.58731008989727,70.20222891900487,37.71564263088449,31.318111321514927,60.82947594077575,30.449396508861057,78.34840196548794,49.183030763560275,80.9440832245477,70.9986371322766,73.60480348634185,84.62318687491288,60.681516343357956,54.988007015189865,68.13888061851061,45.9013689065348,81.85427597512015
33,53.95367562936667,53.33553913788219,60.81144373398625,30.111189432674692,77.40215741628742,59.386572630872344,57.41164085185099,62.63177958750893,26.57845677816205,50.68860999522986,54.01567005304257,58.60093312888398,58.75192377005058,27.94015266537987,37.05045705951952,46.146157482595385,75.25643609660855,49.32880476529137,77.32982552675493,63.942718589768496,83.61803237290106,42.68936193563167,26.352596811527796,46.729734206711484
34,50.81350909313316,69.97537732980233,58.457134304925546,57.134409313739624,59.62065960375959,68.83508990340349,71.83807163541907,39.95958463886538,27.852605269218884,35.72437626361969,47.70754895996594,83.32565228945327,66.86516377422244,34.600276936243084,26.63699332921483,52.128931517627414,50.86483198626882,43.81746682350478,70.17233887329441,42.272434328333546,63.09755927832927,34.17641880274219,57.296552103424666,45.19622955639181
35,51.63430339950567,52.91851274988415,57.347684671835026,27.867728947445862,39.711866217116786,59.8107720420942,54.67739700471713,31.129226574738638,40.17887519142438,45.81581026608572,27.46961874358221,77.96989287466354,49.12004018062588,47.54640153589006,57.722778727045394,27.20815908525652,26.95167236043803,61.56624818479426,48.02246081464621,39.056602845479524,43.233201471364055,63.23535356822295,37.10706656112404,64.07208152164317
36,76.18566517527712,45.12581904396262,46.04545674894863,60.48989380099577,55.06920693443722,25.724341844599934,36.515986097168984,60.58002236605839,30.297397533389926,50.779463239109965,60.70468293166573,46.189384737140685,37.98531637951064,31.222995252370104,44.78171513369339,44.95534404597293,60.950113419151975,82.58357456055617,57.71636108994039,78.14152091263904,28.463483823656567,63.25295269972838,48.69923160218052,41.01036381452411
37,74.28214099363188,34.989239309063116,65.46103770305996,80.17307183434893,49.01372768869697,60.859477093806994,29.853255941559325,58.31925963532524,79.33306115720204,83.8935895213919,83.17725287243931,55.3920664757503,42.15017242409541,81.92496895369457,65.21068629363326,56.29562825648345,31.14516409632359,26.764751819531575,32.494018011316236,46.66717906003479,50.49440643031714,71.62291672488001,48.26391265052979,75.04364311666286
38,66.80802787200913,35.18829343110561,50.91246339765654,41.427871069713476,57.07722838401389,68.23671754335427,54.77836405624401,50.60923127816224,70.49552677794412,34.2743629045302,26.130952625876724,74.1275965147957,70.47017490605108,36.31799326144416,41.68959738704903,71.50228371790705,49.841949581310175,70.71130555960517,33.23025944868321,49.75351190409129,54.350817413706025,75.3022131316848,60.65562288442768,56.62307721090173
39,63.29296753583131,74.20709639330526,73.10999331177871,42.98673110880213,29.50281060537739,34.36266117491404,48.087860640898334,37.53997725206947,76.98414150580497,72.40131870212844,42.77600800217146,84.91302909500855,79.96474290349676,38.271109474345934,73.18416934855512,73.90685009674164,61.2732212468195,34.79064225177995,84.37592892665441,32.351249553636926,66.70891119435069,50.7382866598457,56.64400843660173,77.69790094667901
40,27.50040242250416,74.44909178783233,36.703631335581385,32.262610746774776,57.764646749032146,27.388942253254186,81.22715505945972,76.13286426511443,55.974826274328294,80.51729697949835,36.53191407175033,53.405336123346856,37.06718312545624,67.81103048513347,83.36693456159858,31.580568003524498,72.49611106017392,59.98001773152508,77.4605714441824,49.788901817130686,57.16389719020349,73.11595133369019,82.65169753298315,64.73872655960815
41,37.98846525142551,75.76215968294457,71.2972553729428,47.88208811688434,46.895543497795465,36.73788188428923,46.297431986881236,34.01121324729404,75.67707606522677,29.677765717053234,83.27093303657144,77.8612773391298,78.78300009384361,38.4984680689952,54.72272359869879,29.715338266581142,26.508287955414204,27.865555114624968,48.15231764211704,63.91922155115762,27.57189895643083,41.044988747037635,73.23979676802298,51.811772244738506
42,83.77953912959565,83.9518900183751,46.6716551111865,41.83708381342115,33.33415647853999,39.80645311719973,76.78651498025802,40.720760750811124,26.12786646908917,44.390551585838104,56.162304581995585,67.30441109967366,81.17782314545525,47.47808092064714,27.292103735026984,78.10790568281466,35.74830528050849,31.135929014059087,63.864951629891706,34.248821864000845,75.65388562596453,66.96063170905907,51.01345747185577,32.229851072135446
43,52.854712398764775,79.64146674032001,29.206168996379617,50.704171929033336,38.2650677507058,71.21281364334536,64.91225719946836,79.5875217579055,73.79485964746026,58.77662261872747,60.337025679882416,45.59333516473297,34.985101534054216,64.94998137837783,29.469783977820896,45.81105788338918,64.30963370608404,73.91350946112225,27.63980592001066,45.59346801214723,82.42216059926714,43.92390506640877,62.32234918554826,59.736339554504056
45,69.45562495893222,51.718754809832426,64.73174836199732,71.40028385365086,76.61063127189045,27.41113507862299,29.061177941442587,35.149148133318754,74.70720512038716,75.93954310130326,78.7399724223153,66.97224657362001,59.425344259950606,84.55614979096744,59.67254668408496,43.645865427262585,34.96187089405513,73.60783781086522,84.89149472444122,37.30298883153298,62.18933009270592,66.17786429189107,75.72176776481324,68.89756030447148
46,69.02437650718075,69.58518226314689,71.03103356136442,53.95216601492813,36.20569334503306,66.46134664282675,60.02011112938234,55.98604625579061,34.46283770218926,39.01083739345005,25.8761268585027,74.6081890227847,36.67249824682256,67.32425117919396,50.407041403287664,53.37292264784844,50.51602884137066,65.68849405382772,80.67909513564669,84.52742103243678,29.351545089850298,31.81286472883813,57.398248587186046,79.61298083111906
47,34.712378152341245,54.89909818422694,56.78344881959832,46.66236879897316,75.54327802406857,71.88759593515185,36.11526141787769,40.92441608521028,25.974528695172303,58.99876365393294,26.697576115765436,31.656526539746388,54.543427948683174,31.471535200244944,75.24498915714125,80.77960969152736,36.15373799693756,76.51557531041766,54.075253862549545,40.78447936165127,44.24107483653658,71.79535140173229,37.7824982019297,82.44541074216524
48,51.280553475919376,31.138718400218927,52.21540804307007,66.84630636891072,25.165633040017823,41.387124330466555,37.50944053163058,31.233076514171024,28.90176153159902,50.55718676002897,35.53557475109822,54.886349486120665,69.69616761000435,68.30844673266705,69.29286547380887,83.46736312836975,47.80344502970435,60.983495781398545,30.380898542367525,81.93418589715847,38.01815711381748,73.30257689015906,65.56719723102773,67.44568061864342
49,27.56143901999885,46.24542621685344,56.95246338752214,73.94468347122327,82.14031403911542,62.95536789701998,26.555800701515174,58.334486366385285,44.472819789150606,32.17573244117601,82.14684498923803,65.74464275930121,59.92691279068747,71.43158427619794,62.02098219554975,44.110096180074045,76.9196363887236,43.33924382936922,67.20336299809676,45.56664453150063,74.5794710085851,37.639976566489224,59.845893875565295,35.05711790934188
50,26.94713106826449,50.124102911488876,83.72481210661685,63.03318952889607,26.44617080095631,45.8754688951282,39.48697587608868,56.42825017988422,28.56934755895027,30.58180088985013,48.24004217023104,49.61700841941896,78.81306521303708,84.56227910056937,72.67462058819106,41.75627446328774,34.16326062741953,38.81521694529424,31.78088075203079,83.17101322639512,83.28465388924809,69.68312779669249,83.91426117274892,49.840410193880246
51,29.21955540033879,31.06542396158494,78.62080824952078,45.15038226383597,44.7371965790394,45.55651373236179,60.30493735868076,70.81322287719567,31.828406082224866,30.781045726713025,42.01251397912466,52.376622169298315,83.022919338259,68.40299795471907,70.62369648266261,70.43798101819864,72.03864791142655,44.917669637606494,44.20673959361277,74.44282056792072,30.890552187058915,84.96661849143186,27.661819700890362,50.019245058262754
52,46.28285099187547,68.10941755913208,43.51634245359379,32.41592855127175,72.6812717463999,77.09311131981777,37.727953065045064,70.04369318978685,78.66799234160786,55.48688187064612,73.79050036815329,72.19013614047235,67.97742530567417,79.92930744795457,35.864193293052686,51.07922763855931,45.803153944811996,67.4790961108847,38.48700838722034,27.33960674149617,25.02372339549401,82.45124261149816,66.37079597612475,79.62803200087447
53,56.5116874124203,45.54923602636747,48.50505386299831,63.73027505558728,27.184568983165043,47.57427733140316,25.200877519590335,59.46647574565781,46.31238990449566,79.04785054097609,52.85161755089931,46.214211759888556,71.02562490560659,47.54502372379511,77.0645093629498,57.311276906218886,48.575696732182266,56.21143399347196,75.91589568153411,73.58857505940922,62.501941685633184,45.87735110438056,59.020934429132836,72.95091087922368
54,64.72410991442926,66.48781116138017,76.74229595931615,49.65803373209808,56.739979026469804,65.4682822863964,84.90436059379584,30.165360646645055,82.27903306147277,78.09256961627375,67.37463725065538,37.64114449519488,28.80858369067832,39.451955308317984,72.62102906001545,34.643645550186406,83.05209933506747,78.26541108485218,78.29250674734632,51.20162951775592,49.38393827197608,47.39615894211715,28.11653508647018,39.86415376709206
55,40.374283033606865,74.624321852283,30.372255947573954,29.86354267601157,35.302631604733605,80.1546144941297,42.160133892701936,53.83448634218153,52.77415234924041,68.93039534387167,38.62090737471603,36.598054536238976,38.82012996243089,66.88221624625601,40.82517149678524,79.8150954351367,44.162067338039854,83.17135308097981,84.63149771031154,78.74349181103624,45.832519918104296,25.974260809963077,56.94548755097045,46.33472015252656
56,49.82386499524813,34.519048975532904,26.82182376365798,35.929089918385046,65.1024715577541,80.68739045843267,31.408221262320254,68.2602013128903,39.48059023521379,33.09917861991564,74.91660537100906,73.36197014851234,59.643702659847754,34.350534106685465,33.883934246365826,25.424136765248782,68.61531603516883,47.62806960359697,32.62010738678049,62.404018840630265,49.780938031627166,71.52512005081752,33.598849405118024,58.437039801662905
57,55.8243736358802,45.643046406810186,65.85258392328541,36.229054155982375,57.44557244691689,59.2273257110606,41.45856069729128,44.99355482351183,42.41966291137338,32.5035126928855,36.453916481397556,60.54566448034399,46.3708759466719,33.17566325327077,81.65768737423609,45.44686027861878,53.35258947291659,60.81159713771503,77.85726735710269,67.71076576269724,40.000844471392384,31.94139133987717,25.801740777715892,39.73066746736682
58,32.18989916928425,35.43226476073745,75.10940169659122,43.576667051069286,32.851346529260304,39.87810833949613,68.41114005348194,42.99752095581431,61.60858710999627,59.04256079395326,41.1517932868128,44.433832010983686,76.83970151550015,46.551757733304235,81.4182156657762,72.5812953542926,35.51199961888124,30.22487444597968,69.75050648817947,39.13551650841573,74.05539356603217,55.1202702530159,64.09278794790345,79.95862601458015
59,59.00948226750686,51.88078107992427,33.92534367879554,78.83159499564692,67.74277929436433,84.75573809541088,72.48509491812074,69.01669857293658,35.79720054934533,28.678035074450598,72.09888680947992,56.06092055969207,53.57571985578706,55.55171096991272,27.445318210050985,27.994870536233996,82.68874214152792,60.515324989568164,53.3106072439917,46.000086391669484,53.18065618726612,35.789898593223676,79.08568108624678,57.328961405021005
60,35.17675266036699,74.7584745775134,74.58024145687054,48.010388190864,76.2963543609839,52.281140900454325,77.53776974243628,73.78890766462646,64.94413715918755,38.01367489041888,48.33027970315394,48.50066634713395,47.334404077819826,61.194964800528346,26.428887129059177,49.28570587465509,47.282968105541286,80.96322600428101,70.0120381382242,49.846691974112574,27.648676332741864,42.78671667502169,81.74015318226925,36.533927984330106
61,72.26229181540528,49.27446899600039,73.53447763856593,81.31442978379077,38.639233253697185,55.8487195976286,48.70720096687711,42.7128344559446,49.367918678095215,60.00951078461824,65.6886757177518,53.19606489729685,70.23952881776242,69.2579660523012,36.350424922100295,64.4681372503885,41.73938531622711,44.22928693418469,57.07570401054062,37.87046855159064,65.17624130078241,84.78256466349596,34.09186109842539,40.035326659145944
62,40.701129173175396,29.796138360843244,60.50931992418191,59.4263125564424,48.241424951594375,32.66890560235122,68.1337858360414,39.494928910534085,27.572688160061112,69.7430747622088,83.95683616720275,75.26914479928095,46.281041793888974,72.03125914220828,28.10540356292217,79.46810623074816,31.31187056710464,63.76079233237002,29.789951037573175,64.66135261228793,78.3369004681989,44.475484911862864,67.04801074536236,28.60633880267897
63,35.637706155388756,69.62181511691024,55.588766107359724,51.97725421486618,38.62523978792776,69.16444482176802,51.030545089133554,53.876047239621826,49.71991781363798,51.670856267803224,59.06201698836941,61.77194695901302,61.29442211389025,25.33724580390289,53.662519089972555,78.61071825587611,61.380946419976645,39.038973507657914,44.06956393409134,80.15456270661784,60.205395042140765,57.886989585466864,34.278799903416775,68.95675886334641
64,30.028607254356338,36.17361851794992,83.81629308434178,55.153206513263314,53.037154811555055,47.14027132643997,31.747541689199927,72.89678501807467,35.292974375322196,84.46397609747848,35.01121028823813,69.29224652932601,83.42721374694366,36.22621552686226,26.743507370387178,45.539433319557524,38.312181392847464,61.17685882611167,70.13205327463407,45.127684728418515,36.48523531574695,68.88980927808034,62.46987682914231,68.76546099760074
65,69.11191112604506,33.025147339200565,84.58712390111498,83.68289223355787,73.96030247539079,37.91478889690994,50.79598954744395,39.56001862347345,43.25324535218433,31.707381581228397,49.79868212653964,83.69039265114466,78.86154238200258,60.29365480335382,77.8947789760065,66.39594250692849,68.52115681722591,25.99657144871061,27.12111322660001,44.62364515902246,59.72869120768078,60.21938681273778,80.77535485754754,57.833786034155196
66,76.39420135796117,53.07197825315821,36.018023135487695,60.95030167147111,42.6210223423507,36.13148676435698,30.115291673098547,59.38104221491764,70.77502133099895,31.62216939315376,55.050234361394104,68.62179731932625,43.99747424970055,33.19895062879226,26.002519054595467,62.40281193195166,69.10489431190982,69.98887110794543,67.10130528424627,71.94757987255593,29.82525291302541,46.94662209566499,81.98965486143732,79.36035565820825
67,73.8907426941134,26.899179143674402,64.46493657528393,36.62064260290422,71.51341915642958,73.26225291476074,28.459270613399838,80.47111864263948,54.952527021866516,53.23990741981624,64.74476329702937,39.631227040464424,33.74513140809024,71.24276528430664,66.89976400516606,55.824271101031016,56.22149477002565,47.057716834327984,38.53970683551105,64.64942293697922,28.565997265405016,57.62038210997903,83.28828489052471,59.686392344547144
68,53.210579276749506,74.02129832537354,32.22384189141683,49.20472518132078,53.794445657076125,67.93109084180035,77.02123959434938,68.4536844349262,46.5152857814369,44.030849684562476,43.99476870937191,83.08227367998833,38.32117347239848,43.304147653706174,44.08490829182704,53.628781035313075,33.77688054926521,27.251347355417813,49.99745551667807,59.06291126932631,52.515497855179575,36.932751713137776,44.38444652878267,38.43200265440999
69,66.45318556726451,48.88022587736158,70.84208325856147,50.37017953026953,84.10364299311087,52.97619386257802,41.353233090103146,30.352694644436582,55.89324220682391,32.642038370471,72.98708275253492,84.29819863966672,51.81543619312761,64.38321865952588,61.27677492210929,49.06596008275844,39.655805841056655,33.26111283267397,65.5794941684586,50.057049121077426,47.20883413743293,43.887690071721764,49.96237660860322,57.08699468468745
70,36.43565092730488,83.80541590722729,37.83067819175595,74.97432564223122,74.06769503074058,44.693888074854044,57.714918012395245,64.45973133007134,80.30574382616776,81.91821600686376,68.93610115319008,79.21770097272201,43.207734632286,72.94632090375279,62.15986228204271,59.73384116575174,42.72042636010821,36.01461985065298,47.09681720207094,71.96486648658198,76.75378895825163,51.43468078322784,63.028360356327184,41.50807595525155
71,72.0394804968949,43.56345483235871,63.50532823305625,68.18993989541394,74.15851677352197,39.73726661353494,54.756848688508,52.366494720124294,35.058142055697544,83.38407656904236,52.28803225730507,65.2815846102565,70.37349794722748,35.292597910135726,70.42894165271328,60.43439028793325,58.967259248339715,76.71577989162371,66.4006187049745,84.77540637394377,54.97927069963646,47.32052871926185,25.018251922513663,27.44234518313103
